Company Name,Industry,Symbol,Series,ISIN Code,Original_Industry
Latent View Analytics Ltd.,Information Technology,LATENTVIEW.NS,EQ,INE0I7C01011,Information Technology
Laxmi Organic Industries Ltd.,Chemicals,LXCHEM.NS,EQ,INE576O01020,Chemicals
Mahanagar Gas Ltd.,Oil Gas & Consumable Fuels,MGL.NS,EQ,INE002S01010,Oil Gas & Consumable Fuels
Manappuram Finance Ltd.,Financial Services,MANAPPURAM.NS,EQ,INE522D01027,Financial Services
Mangalore Refinery & Petrochemicals Ltd.,Oil Gas & Consumable Fuels,MRPL.NS,EQ,INE103A01014,Oil Gas & Consumable Fuels
Medplus Health Services Ltd.,Consumer Services,MEDPLUS.NS,EQ,INE804L01022,Consumer Services
Metropolis Healthcare Ltd.,Healthcare,METROPOLIS.NS,EQ,INE112L01020,Healthcare
Multi Commodity Exchange of India Ltd.,Financial Services,MCX.NS,EQ,INE745G01035,Financial Services
NATCO Pharma Ltd.,Healthcare,NATCOPHARM.NS,EQ,INE987B01026,Healthcare
NBCC (India) Ltd.,Construction,NBCC.NS,EQ,INE095N01031,Construction
NLC India Ltd.,Power,NLCINDIA.NS,EQ,INE589A01014,Power
NMDC Steel Ltd.,Metals & Mining,NSLNISP.NS,EQ,INE0NNS01018,Metals & Mining
National Aluminium Co. Ltd.,Metals & Mining,NATIONALUM.NS,EQ,INE139A01034,Metals & Mining
PNB Housing Finance Ltd.,Financial Services,PNBHOUSING.NS,EQ,INE572E01012,Financial Services
PVR INOX Ltd.,Media Entertainment & Publication,PVRINOX.NS,EQ,INE191H01014,Media Entertainment & Publication
Piramal Pharma Ltd.,Healthcare,PPLPHARMA.NS,EQ,INE0DK501011,Healthcare
Praj Industries Ltd.,Capital Goods,PRAJIND.NS,EQ,INE074A01025,Capital Goods
RBL Bank Ltd.,Financial Services,RBLBANK.NS,EQ,INE976G01028,Financial Services
RITES Ltd.,Construction,RITES.NS,EQ,INE320J01015,Construction
Radico Khaitan Ltd,Fast Moving Consumer Goods,RADICO.NS,EQ,INE944F01028,Fast Moving Consumer Goods
Raymond Ltd.,Textiles,RAYMOND.NS,EQ,INE301A01014,Textiles
Redington Ltd.,Services,REDINGTON.NS,EQ,INE891D01026,Services
Route Mobile Ltd.,Telecommunication,ROUTE.NS,EQ,INE450U01017,Telecommunication
SJVN Ltd.,Power,SJVN.NS,EQ,INE002L01015,Power
Shree Renuka Sugars Ltd.,Fast Moving Consumer Goods,RENUKA.NS,EQ,INE087H01022,Fast Moving Consumer Goods
Sonata Software Ltd.,Information Technology,SONATSOFTW.NS,EQ,INE269A01021,Information Technology
Suzlon Energy Ltd.,Capital Goods,SUZLON.NS,BE,INE040H01021,Capital Goods
Tanla Platforms Ltd.,Information Technology,TANLA.NS,EQ,INE483C01032,Information Technology
Tata Teleservices (Maharashtra) Ltd.,Telecommunication,TTML.NS,EQ,INE517B01013,Telecommunication
Tejas Networks Ltd.,Telecommunication,TEJASNET.NS,EQ,INE010J01012,Telecommunication
Triveni Turbine Ltd.,Capital Goods,TRITURBINE.NS,EQ,INE152M01016,Capital Goods
UCO Bank,Financial Services,UCOBANK.NS,EQ,INE691A01018,Financial Services
UTI Asset Management Company Ltd.,Financial Services,UTIAMC.NS,EQ,INE094J01016,Financial Services
V.I.P. Industries Ltd.,Consumer Durables,VIPIND.NS,EQ,INE054A01027,Consumer Durables
Welspun Living Ltd.,Textiles,WELSPUNLIV.NS,EQ,INE192B01031,Textiles
Zensar Technolgies Ltd.,Information Technology,ZENSARTECH.NS,EQ,INE520A01027,Information Technology
